Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
25/05/2022,"23,931","22,604","24,132","22,041",11.61M,4.94%
24/05/2022,"22,805","24,293","24,494","22,443",11.37M,-5.50%
23/05/2022,"24,132","23,971","24,655","23,569",8.97M,1.01%
20/05/2022,"23,891","22,925","23,971","22,925",7.84M,3.48%
19/05/2022,"23,086","22,684","23,448","22,684",4.55M,-1.03%
18/05/2022,"23,328","23,247","23,609","22,563",8.05M,5.65%
17/05/2022,"22,081","20,110","22,081","19,708",9.33M,6.81%
16/05/2022,"20,673","22,201","23,006","20,673",6.59M,-6.88%
13/05/2022,"22,201","22,765","23,850","22,201",6.66M,-6.91%
12/05/2022,"23,850","25,298","25,540","23,850",5.76M,-6.91%
11/05/2022,"25,620","25,902","26,103","24,977",5.13M,-0.78%
10/05/2022,"25,821","24,172","25,821","24,172",5.72M,0.00%
09/05/2022,"25,821","27,028","27,631","25,821",5.21M,-6.96%
06/05/2022,"27,752","26,585","29,682","26,585",6.73M,-1.15%
05/05/2022,"28,074","29,159","29,159","27,068",4.90M,-1.97%
04/05/2022,"28,637","29,602","29,763","28,194",6.29M,-4.69%
29/04/2022,"30,044","29,280","30,165","28,958",4.25M,2.33%
28/04/2022,"29,361","29,361","29,924","29,200",4.97M,0.55%
27/04/2022,"29,200","28,315","29,240","27,752",5.52M,3.12%
26/04/2022,"28,315","26,545","28,315","26,425",6.93M,0.00%
25/04/2022,"28,315","30,406","30,688","28,315",7.10M,-6.88%
22/04/2022,"30,406","31,372","31,734","28,958",6.87M,-1.56%
21/04/2022,"30,889","30,245","31,170","29,723",4.99M,1.05%
20/04/2022,"30,567","30,567","31,532","30,165",6.76M,0.13%
19/04/2022,"30,527","33,342","33,745","30,527",6.12M,-6.99%
18/04/2022,"32,819","34,589","34,589","32,337",6.33M,-5.34%
15/04/2022,"34,670","34,991","35,394","34,589",3.51M,-0.92%
14/04/2022,"34,991","34,589","35,554","33,946",6.06M,2.59%
13/04/2022,"34,107","33,664","34,107","32,337",7.85M,1.44%
12/04/2022,"33,624","36,198","36,520","33,624",9.06M,-6.90%
08/04/2022,"36,118","37,405","37,525","35,796",7.53M,-3.34%
07/04/2022,"37,364","38,490","38,490","37,203",5.11M,-2.21%
06/04/2022,"38,209","37,405","38,772","37,405",7.13M,1.17%
05/04/2022,"37,767","38,370","38,893","37,485",7.10M,-1.16%
04/04/2022,"38,209","38,611","38,933","38,008",5.60M,-1.04%
01/04/2022,"38,611","37,163","38,973","37,043",8.85M,1.80%
31/03/2022,"37,927","39,697","40,059","36,922",20.66M,-4.17%
30/03/2022,"39,576","40,622","41,427","39,134",17.45M,-3.53%
29/03/2022,"41,024","42,231","42,231","40,622",11.80M,-1.54%
28/03/2022,"41,668","40,220","41,829","39,416",21.29M,3.70%
25/03/2022,"40,180","39,255","40,542","38,732",16.60M,2.15%
24/03/2022,"39,335","39,496","39,979","39,255",7.91M,0.21%
23/03/2022,"39,255","40,220","40,220","39,255",10.07M,-1.11%
22/03/2022,"39,697","38,048","39,697","37,405",12.55M,4.33%
21/03/2022,"38,048","38,450","38,531","37,807",8.35M,2.38%
18/03/2022,"37,163","36,560","37,807","35,876",9.49M,2.10%
17/03/2022,"36,399","37,726","37,968","35,796",14.74M,-2.90%
16/03/2022,"37,485","38,008","38,169","37,364",6.22M,0.21%
15/03/2022,"37,405","36,922","37,968","35,514",19.14M,-0.43%
14/03/2022,"37,565","40,220","41,668","37,565",18.92M,-6.51%
11/03/2022,"40,180","41,266","41,748","39,496",15.94M,-2.44%
10/03/2022,"41,185","41,024","42,151","39,416",11.13M,0.00%
09/03/2022,"41,185","40,140","41,346","39,416",17.67M,4.28%
08/03/2022,"39,496","39,818","40,863","39,416",18.02M,-2.58%
07/03/2022,"40,542","39,818","41,909","39,536",17.12M,3.38%
04/03/2022,"39,214","40,220","40,381","39,013",11.62M,-2.11%
03/03/2022,"40,059","38,370","40,059","37,887",18.21M,6.18%
02/03/2022,"37,726","36,399","37,726","36,319",14.24M,3.65%
01/03/2022,"36,399","37,405","37,968","36,238",18.89M,2.49%
28/02/2022,"35,514","33,785","35,514","33,704",23.74M,6.90%
25/02/2022,"33,222","32,980","33,222","32,417",10.11M,2.48%
24/02/2022,"32,417","33,061","33,624","31,211",11.87M,-1.95%
23/02/2022,"33,061","32,417","33,383","32,216",11.55M,1.99%
22/02/2022,"32,417","32,176","32,659","31,653",11.33M,-1.23%
21/02/2022,"32,819","33,624","34,107","32,819",9.18M,-1.45%
18/02/2022,"33,302","31,774","33,704","31,693",11.94M,4.02%
17/02/2022,"32,015","31,854","32,498","31,532",7.77M,0.76%
16/02/2022,"31,774","31,130","32,096","31,050",7.62M,0.00%
15/02/2022,"31,774","31,935","32,337","30,969",7.78M,-0.75%
14/02/2022,"32,015","31,010","32,779","31,010",9.95M,1.53%
11/02/2022,"31,532","30,447","32,176","30,447",10.66M,2.48%
10/02/2022,"30,768","30,567","31,693","30,245",9.24M,2.00%
09/02/2022,"30,165","28,958","30,165","28,556",6.85M,6.99%
08/02/2022,"28,194","26,384","28,194","26,223",7.56M,6.86%
07/02/2022,"26,384","25,701","26,746","25,459",3.90M,4.46%
28/01/2022,"25,258","25,580","25,580","24,816",1.90M,0.32%
27/01/2022,"25,178","25,178","25,499","24,735",2.30M,0.00%
26/01/2022,"25,178","25,419","25,902","25,178",2.98M,0.16%
25/01/2022,"25,137","24,414","25,339","24,414",3.59M,2.97%
24/01/2022,"24,414","26,143","26,223","24,414",7.40M,-6.90%
21/01/2022,"26,223","26,947","26,947","26,223",3.98M,-3.55%
20/01/2022,"27,189","27,350","27,350","26,626",2.26M,1.50%
19/01/2022,"26,787","26,545","27,269","25,821",4.82M,0.00%
18/01/2022,"26,787","28,154","28,637","26,425",6.83M,-5.67%
17/01/2022,"28,395","30,004","30,487","28,395",5.68M,-5.36%
14/01/2022,"30,004","30,406","31,050","30,004",2.61M,-1.58%
13/01/2022,"30,487","30,004","31,412","29,441",7.01M,2.29%
12/01/2022,"29,803","29,159","29,843","28,878",3.57M,2.35%
11/01/2022,"29,119","29,361","29,883","28,436",4.01M,-0.55%
10/01/2022,"29,280","29,602","30,326","29,280",5.16M,-0.82%
07/01/2022,"29,521","29,441","30,205","29,441",3.45M,-0.81%
06/01/2022,"29,763","30,728","30,808","29,441",6.73M,-4.02%
05/01/2022,"31,010","31,170","31,573","31,010",4.85M,-0.26%
04/01/2022,"31,090","31,211","31,653","31,050",3.99M,-0.26%
