Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
25/05/2022,"69,051","66,766","70,293","66,567",3.12M,4.51%
24/05/2022,"66,070","65,027","66,070","64,480",1.16M,1.68%
23/05/2022,"64,977","67,064","67,064","64,580",1.08M,-2.39%
20/05/2022,"66,567","65,822","67,461","65,573",1.74M,0.75%
19/05/2022,"66,070","64,580","66,319","64,232",1.68M,-0.38%
18/05/2022,"66,319","65,424","66,418","64,480",1.61M,1.44%
17/05/2022,"65,375","62,046","65,375","60,606",2.11M,6.99%
16/05/2022,"61,102","65,822","65,822","60,208",2.67M,-1.68%
13/05/2022,"62,146","66,766","67,113","62,146",5.49M,-6.92%
12/05/2022,"66,766","69,498","69,498","66,766",3.41M,-4.68%
11/05/2022,"70,044","69,647","70,044","68,157",2.33M,0.64%
10/05/2022,"69,597","67,064","69,597","66,070",3.64M,2.71%
09/05/2022,"67,759","71,634","71,684","67,759",5.39M,-6.96%
06/05/2022,"72,826","72,777","73,969","72,578",2.17M,-1.87%
05/05/2022,"74,217","74,764","74,764","72,081",2.34M,-0.07%
04/05/2022,"74,267","74,515","75,260","73,770",2.30M,0.20%
29/04/2022,"74,118","72,131","74,515","72,131",3.48M,2.90%
28/04/2022,"72,031","73,273","74,018","71,932",3.05M,-1.49%
27/04/2022,"73,124","72,528","73,273","71,038",3.44M,-1.08%
26/04/2022,"73,919","70,044","74,962","69,051",5.44M,2.69%
25/04/2022,"71,982","76,502","77,148","71,982",7.42M,-7.00%
22/04/2022,"77,396","77,794","77,993","72,081",8.10M,0.19%
21/04/2022,"77,247","76,602","78,241","76,353",4.61M,-0.32%
20/04/2022,"77,496","77,049","79,185","76,403",3.80M,0.00%
19/04/2022,"77,496","79,334","80,029","76,999",6.57M,-2.62%
18/04/2022,"79,582","79,980","80,476","79,036",5.23M,0.00%
15/04/2022,"79,582","78,241","80,427","78,092",4.68M,0.44%
14/04/2022,"79,234","77,595","80,874","76,999",5.85M,2.11%
13/04/2022,"77,595","75,012","77,993","74,764",6.81M,2.29%
12/04/2022,"75,856","74,515","75,856","72,528",5.29M,1.80%
08/04/2022,"74,515","76,999","76,999","74,515",4.41M,-3.23%
07/04/2022,"76,999","79,384","79,533","76,304",6.20M,-2.39%
06/04/2022,"78,887","76,502","80,476","76,204",5.96M,2.32%
05/04/2022,"77,098","76,254","77,794","76,006",2.52M,0.13%
04/04/2022,"76,999","78,738","78,837","76,999",2.80M,-0.64%
01/04/2022,"77,496","73,273","77,496","73,075",8.26M,7.00%
31/03/2022,"72,429","71,535","73,770","70,789",3.60M,0.97%
30/03/2022,"71,733","72,280","72,975","69,597",3.39M,-1.43%
29/03/2022,"72,777","72,280","74,167","71,535",4.68M,1.74%
28/03/2022,"71,535","69,150","71,584","69,001",7.67M,3.67%
25/03/2022,"69,001","66,915","69,746","66,418",7.57M,3.66%
24/03/2022,"66,567","67,064","67,064","66,070",1.83M,-0.74%
23/03/2022,"67,064","66,915","67,759","66,865",1.59M,-0.15%
22/03/2022,"67,163","67,064","67,560","66,368",2.09M,0.22%
21/03/2022,"67,014","65,573","67,014","65,325",1.84M,2.51%
18/03/2022,"65,375","64,977","65,474","64,977",1.58M,0.61%
17/03/2022,"64,977","65,474","65,573","64,977",1.38M,-0.46%
16/03/2022,"65,275","65,176","65,573","64,580",2.11M,0.00%
15/03/2022,"65,275","64,928","65,275","64,083",2.01M,-0.23%
14/03/2022,"65,424","65,623","65,971","64,331",2.45M,-0.98%
11/03/2022,"66,070","66,269","66,269","65,573",1.31M,-0.38%
10/03/2022,"66,319","66,567","66,567","65,871",1.77M,-0.22%
09/03/2022,"66,468","66,617","66,617","65,822",2.30M,-0.30%
08/03/2022,"66,666","66,567","66,815","65,772",3.99M,0.00%
07/03/2022,"66,666","66,815","67,064","66,567",2.29M,-1.18%
04/03/2022,"67,461","67,809","67,859","66,865",2.15M,-0.51%
03/03/2022,"67,809","67,064","67,809","66,368",2.12M,1.49%
02/03/2022,"66,815","67,461","67,461","66,567",3.34M,-1.10%
01/03/2022,"67,560","68,008","68,057","67,113",2.42M,0.00%
28/02/2022,"67,560","67,809","68,554","67,312",3.60M,-1.16%
25/02/2022,"68,355","68,008","69,448","67,560",5.38M,0.58%
24/02/2022,"67,958","68,057","68,405","67,312",2.35M,-0.73%
23/02/2022,"68,455","68,405","69,846","68,008",3.22M,0.07%
22/02/2022,"68,405","66,070","69,150","65,772",6.55M,2.84%
21/02/2022,"66,517","65,822","67,014","65,822",1.22M,-0.08%
18/02/2022,"66,567","65,623","66,567","65,623",935.60K,-0.37%
17/02/2022,"66,815","65,573","66,815","65,524",2.06M,1.20%
16/02/2022,"66,020","66,666","66,666","65,375",1.12M,-0.30%
15/02/2022,"66,219","65,921","66,517","65,325",1.14M,0.99%
14/02/2022,"65,573","66,517","67,064","65,573",1.91M,-2.44%
11/02/2022,"67,213","67,064","67,560","67,064",1.08M,-0.73%
10/02/2022,"67,709","68,057","68,157","66,815",1.81M,-0.51%
09/02/2022,"68,057","67,709","68,306","67,560",2.41M,0.51%
08/02/2022,"67,709","66,517","67,958","66,517",2.90M,1.79%
07/02/2022,"66,517","66,070","67,411","66,070",1.86M,1.06%
28/01/2022,"65,822","65,226","65,822","64,431",1.43M,0.76%
27/01/2022,"65,325","65,027","65,722","64,182",1.06M,-0.30%
26/01/2022,"65,524","65,077","65,524","64,083",1.91M,0.69%
25/01/2022,"65,077","64,480","65,077","63,388",1.61M,0.85%
24/01/2022,"64,530","65,673","66,169","64,530",1.74M,-2.48%
21/01/2022,"66,169","66,567","66,567","65,226",1.31M,-0.60%
20/01/2022,"66,567","66,070","66,567","65,623",1.79M,0.37%
19/01/2022,"66,319","64,679","66,567","64,580",1.91M,2.61%
18/01/2022,"64,630","64,083","65,573","63,884",1.63M,0.08%
17/01/2022,"64,580","66,070","66,517","64,580",1.63M,-2.98%
14/01/2022,"66,567","67,064","67,064","66,169",936.80K,-1.11%
13/01/2022,"67,312","67,809","67,809","65,573",1.85M,-0.37%
12/01/2022,"67,560","65,474","67,560","64,580",1.86M,3.19%
11/01/2022,"65,474","66,070","66,815","65,424",1.55M,-0.90%
10/01/2022,"66,070","67,312","67,312","66,070",1.85M,-1.85%
07/01/2022,"67,312","68,306","68,306","67,312",1.84M,-1.46%
06/01/2022,"68,306","68,107","68,951","67,809",1.54M,0.29%
05/01/2022,"68,107","68,455","69,200","68,107",2.36M,-0.51%
04/01/2022,"68,455","67,511","69,150","67,014",2.66M,1.40%
